areacode	area_fips	msa_title	st_title	component_code	st_fips	cnty_fips	component_title
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Maryland	CN242100000000	24	21	Frederick County
MT125800000000	12580	Baltimore-Columbia-Towson, MD	Maryland	CN242500000000	24	25	Harford County
MT125800000000	12580	Baltimore-Columbia-Towson, MD	Maryland	CN242700000000	24	27	Howard County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Maryland	CN243100000000	24	31	Montgomery County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Maryland	CN243300000000	24	33	Prince George's County
MT125800000000	12580	Baltimore-Columbia-Towson, MD	Maryland	CN243500000000	24	35	Queen Anne's County
MT156800000000	15680	California-Lexington Park, MD	Maryland	CN243700000000	24	37	St. Mary's County
MT415400000000	41540	Salisbury, MD-DE	Maryland	CN243900000000	24	39	Somerset County
MT251800000000	25180	Hagerstown-Martinsburg, MD-WV	Maryland	CN244300000000	24	43	Washington County
MT415400000000	41540	Salisbury, MD-DE	Maryland	CN244500000000	24	45	Wicomico County
MT415400000000	41540	Salisbury, MD-DE	Maryland	CN244700000000	24	47	Worcester County
MT125800000000	12580	Baltimore-Columbia-Towson, MD	Maryland	CN2451000000000	24	510	Baltimore city
MT127000000000	12700	Barnstable Town, MA	Massachusetts	CN25100000000	25	1	Barnstable County
MT383400000000	38340	Pittsfield, MA	Massachusetts	CN25300000000	25	3	Berkshire County
MT393000000000	39300	Providence-Warwick, RI-MA	Massachusetts	CN25500000000	25	5	Bristol County
MT144600000000	14460	Boston-Cambridge-Newton, MA-NH	Massachusetts	CN25900000000	25	9	Essex County
MT441400000000	44140	Springfield, MA	Massachusetts	CN251300000000	25	13	Hampden County
MT441400000000	44140	Springfield, MA	Massachusetts	CN251500000000	25	15	Hampshire County
MT144600000000	14460	Boston-Cambridge-Newton, MA-NH	Massachusetts	CN251700000000	25	17	Middlesex County
MT144600000000	14460	Boston-Cambridge-Newton, MA-NH	Massachusetts	CN252100000000	25	21	Norfolk County
MT144600000000	14460	Boston-Cambridge-Newton, MA-NH	Massachusetts	CN252300000000	25	23	Plymouth County
MT144600000000	14460	Boston-Cambridge-Newton, MA-NH	Massachusetts	CN252500000000	25	25	Suffolk County
MT493400000000	49340	Worcester, MA-CT	Massachusetts	CN252700000000	25	27	Worcester County
MT243400000000	24340	Grand Rapids-Wyoming, MI	Michigan	CN261500000000	26	15	Barry County
MT130200000000	13020	Bay City, MI	Michigan	CN261700000000	26	17	Bay County
MT356600000000	35660	Niles-Benton Harbor, MI	Michigan	CN262100000000	26	21	Berrien County
MT129800000000	12980	Battle Creek, MI	Michigan	CN262500000000	26	25	Calhoun County
MT437800000000	43780	South Bend-Mishawaka, IN-MI	Michigan	CN262700000000	26	27	Cass County
MT296200000000	29620	Lansing-East Lansing, MI	Michigan	CN263700000000	26	37	Clinton County
MT296200000000	29620	Lansing-East Lansing, MI	Michigan	CN264500000000	26	45	Eaton County
MT224200000000	22420	Flint, MI	Michigan	CN264900000000	26	49	Genesee County
MT296200000000	29620	Lansing-East Lansing, MI	Michigan	CN266500000000	26	65	Ingham County
MT271000000000	27100	Jackson, MI	Michigan	CN267500000000	26	75	Jackson County
MT280200000000	28020	Kalamazoo-Portage, MI	Michigan	CN267700000000	26	77	Kalamazoo County
MT243400000000	24340	Grand Rapids-Wyoming, MI	Michigan	CN268100000000	26	81	Kent County
MT198200000000	19820	Detroit-Warren-Dearborn, MI	Michigan	CN268700000000	26	87	Lapeer County
MT198200000000	19820	Detroit-Warren-Dearborn, MI	Michigan	CN269300000000	26	93	Livingston County
MT198200000000	19820	Detroit-Warren-Dearborn, MI	Michigan	CN269900000000	26	99	Macomb County
MT332200000000	33220	Midland, MI	Michigan	CN2611100000000	26	111	Midland County
MT337800000000	33780	Monroe, MI	Michigan	CN2611500000000	26	115	Monroe County
MT243400000000	24340	Grand Rapids-Wyoming, MI	Michigan	CN2611700000000	26	117	Montcalm County
MT347400000000	34740	Muskegon, MI	Michigan	CN2612100000000	26	121	Muskegon County
MT198200000000	19820	Detroit-Warren-Dearborn, MI	Michigan	CN2612500000000	26	125	Oakland County
MT243400000000	24340	Grand Rapids-Wyoming, MI	Michigan	CN2613900000000	26	139	Ottawa County
MT409800000000	40980	Saginaw, MI	Michigan	CN2614500000000	26	145	Saginaw County
MT198200000000	19820	Detroit-Warren-Dearborn, MI	Michigan	CN2614700000000	26	147	St. Clair County
MT280200000000	28020	Kalamazoo-Portage, MI	Michigan	CN2615900000000	26	159	Van Buren County
MT114600000000	11460	Ann Arbor, MI	Michigan	CN2616100000000	26	161	Washtenaw County
MT198200000000	19820	Detroit-Warren-Dearborn, MI	Michigan	CN2616300000000	26	163	Wayne County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN27300000000	27	3	Anoka County
MT410600000000	41060	St. Cloud, MN	Minnesota	CN27900000000	27	9	Benton County
MT318600000000	31860	Mankato-North Mankato, MN	Minnesota	CN271300000000	27	13	Blue Earth County
MT202600000000	20260	Duluth, MN-WI	Minnesota	CN271700000000	27	17	Carlton County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN271900000000	27	19	Carver County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN272500000000	27	25	Chisago County
MT220200000000	22020	Fargo, ND-MN	Minnesota	CN272700000000	27	27	Clay County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN273700000000	27	37	Dakota County
MT403400000000	40340	Rochester, MN	Minnesota	CN273900000000	27	39	Dodge County
MT403400000000	40340	Rochester, MN	Minnesota	CN274500000000	27	45	Fillmore County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN275300000000	27	53	Hennepin County
MT291000000000	29100	La Crosse-Onalaska, WI-MN	Minnesota	CN275500000000	27	55	Houston County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN275900000000	27	59	Isanti County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN277900000000	27	79	Le Sueur County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN279500000000	27	95	Mille Lacs County
MT318600000000	31860	Mankato-North Mankato, MN	Minnesota	CN2710300000000	27	103	Nicollet County
MT403400000000	40340	Rochester, MN	Minnesota	CN2710900000000	27	109	Olmsted County
MT242200000000	24220	Grand Forks, ND-MN	Minnesota	CN2711900000000	27	119	Polk County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN2712300000000	27	123	Ramsey County
MT202600000000	20260	Duluth, MN-WI	Minnesota	CN2713700000000	27	137	St. Louis County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN2713900000000	27	139	Scott County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN2714100000000	27	141	Sherburne County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN2714300000000	27	143	Sibley County
MT410600000000	41060	St. Cloud, MN	Minnesota	CN2714500000000	27	145	Stearns County
MT403400000000	40340	Rochester, MN	Minnesota	CN2715700000000	27	157	Wabasha County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN2716300000000	27	163	Washington County
MT334600000000	33460	Minneapolis-St. Paul-Bloomington, MN-WI	Minnesota	CN2717100000000	27	171	Wright County
MT328200000000	32820	Memphis, TN-MS-AR	Mississippi	CN28900000000	28	9	Benton County
MT271400000000	27140	Jackson, MS	Mississippi	CN282900000000	28	29	Copiah County
MT328200000000	32820	Memphis, TN-MS-AR	Mississippi	CN283300000000	28	33	DeSoto County
MT256200000000	25620	Hattiesburg, MS	Mississippi	CN283500000000	28	35	Forrest County
MT250600000000	25060	Gulfport-Biloxi-Pascagoula, MS	Mississippi	CN284500000000	28	45	Hancock County
MT250600000000	25060	Gulfport-Biloxi-Pascagoula, MS	Mississippi	CN284700000000	28	47	Harrison County
MT271400000000	27140	Jackson, MS	Mississippi	CN284900000000	28	49	Hinds County
MT250600000000	25060	Gulfport-Biloxi-Pascagoula, MS	Mississippi	CN285900000000	28	59	Jackson County
MT256200000000	25620	Hattiesburg, MS	Mississippi	CN287300000000	28	73	Lamar County
MT271400000000	27140	Jackson, MS	Mississippi	CN288900000000	28	89	Madison County
MT328200000000	32820	Memphis, TN-MS-AR	Mississippi	CN289300000000	28	93	Marshall County
MT256200000000	25620	Hattiesburg, MS	Mississippi	CN2811100000000	28	111	Perry County
MT271400000000	27140	Jackson, MS	Mississippi	CN2812100000000	28	121	Rankin County
MT271400000000	27140	Jackson, MS	Mississippi	CN2812700000000	28	127	Simpson County
MT328200000000	32820	Memphis, TN-MS-AR	Mississippi	CN2813700000000	28	137	Tate County
MT328200000000	32820	Memphis, TN-MS-AR	Mississippi	CN2814300000000	28	143	Tunica County
MT271400000000	27140	Jackson, MS	Mississippi	CN2816300000000	28	163	Yazoo County
MT411400000000	41140	St. Joseph, MO-KS	Missouri	CN29300000000	29	3	Andrew County
MT281400000000	28140	Kansas City, MO-KS	Missouri	CN291300000000	29	13	Bates County
MT160200000000	16020	Cape Girardeau, MO-IL	Missouri	CN291700000000	29	17	Bollinger County
MT178600000000	17860	Columbia, MO	Missouri	CN291900000000	29	19	Boone County
MT411400000000	41140	St. Joseph, MO-KS	Missouri	CN292100000000	29	21	Buchanan County
MT281400000000	28140	Kansas City, MO-KS	Missouri	CN292500000000	29	25	Caldwell County
MT276200000000	27620	Jefferson City, MO	Missouri	CN292700000000	29	27	Callaway County
MT160200000000	16020	Cape Girardeau, MO-IL	Missouri	CN293100000000	29	31	Cape Girardeau County
MT281400000000	28140	Kansas City, MO-KS	Missouri	CN293700000000	29	37	Cass County
MT441800000000	44180	Springfield, MO	Missouri	CN294300000000	29	43	Christian County
MT281400000000	28140	Kansas City, MO-KS	Missouri	CN294700000000	29	47	Clay County
MT281400000000	28140	Kansas City, MO-KS	Missouri	CN294900000000	29	49	Clinton County
MT276200000000	27620	Jefferson City, MO	Missouri	CN295100000000	29	51	Cole County
MT441800000000	44180	Springfield, MO	Missouri	CN295900000000	29	59	Dallas County
MT411400000000	41140	St. Joseph, MO-KS	Missouri	CN296300000000	29	63	DeKalb County
MT411800000000	41180	St. Louis, MO-IL	Missouri	CN297100000000	29	71	Franklin County
MT441800000000	44180	Springfield, MO	Missouri	CN297700000000	29	77	Greene County
MT281400000000	28140	Kansas City, MO-KS	Missouri	CN299500000000	29	95	Jackson County
MT279000000000	27900	Joplin, MO	Missouri	CN299700000000	29	97	Jasper County
MT411800000000	41180	St. Louis, MO-IL	Missouri	CN299900000000	29	99	Jefferson County
MT281400000000	28140	Kansas City, MO-KS	Missouri	CN2910700000000	29	107	Lafayette County
MT411800000000	41180	St. Louis, MO-IL	Missouri	CN2911300000000	29	113	Lincoln County
MT222200000000	22220	Fayetteville-Springdale-Rogers, AR-MO	Missouri	CN2911900000000	29	119	McDonald County
MT276200000000	27620	Jefferson City, MO	Missouri	CN2913500000000	29	135	Moniteau County
MT279000000000	27900	Joplin, MO	Missouri	CN2914500000000	29	145	Newton County
MT276200000000	27620	Jefferson City, MO	Missouri	CN2915100000000	29	151	Osage County
MT281400000000	28140	Kansas City, MO-KS	Missouri	CN2916500000000	29	165	Platte County
MT441800000000	44180	Springfield, MO	Missouri	CN2916700000000	29	167	Polk County
MT281400000000	28140	Kansas City, MO-KS	Missouri	CN2917700000000	29	177	Ray County
MT411800000000	41180	St. Louis, MO-IL	Missouri	CN2918300000000	29	183	St. Charles County
MT411800000000	41180	St. Louis, MO-IL	Missouri	CN2918900000000	29	189	St. Louis County
MT411800000000	41180	St. Louis, MO-IL	Missouri	CN2921900000000	29	219	Warren County
MT441800000000	44180	Springfield, MO	Missouri	CN2922500000000	29	225	Webster County
MT411800000000	41180	St. Louis, MO-IL	Missouri	CN2951000000000	29	510	St. Louis city
MT137400000000	13740	Billings, MT	Montana	CN30900000000	30	9	Carbon County
MT245000000000	24500	Great Falls, MT	Montana	CN301300000000	30	13	Cascade County
MT137400000000	13740	Billings, MT	Montana	CN303700000000	30	37	Golden Valley County
MT335400000000	33540	Missoula, MT	Montana	CN306300000000	30	63	Missoula County
MT137400000000	13740	Billings, MT	Montana	CN3011100000000	30	111	Yellowstone County
MT365400000000	36540	Omaha-Council Bluffs, NE-IA	Nebraska	CN312500000000	31	25	Cass County
MT435800000000	43580	Sioux City, IA-NE-SD	Nebraska	CN314300000000	31	43	Dakota County
MT435800000000	43580	Sioux City, IA-NE-SD	Nebraska	CN315100000000	31	51	Dixon County
MT365400000000	36540	Omaha-Council Bluffs, NE-IA	Nebraska	CN315500000000	31	55	Douglas County
MT242600000000	24260	Grand Island, NE	Nebraska	CN317900000000	31	79	Hall County
MT242600000000	24260	Grand Island, NE	Nebraska	CN318100000000	31	81	Hamilton County
MT242600000000	24260	Grand Island, NE	Nebraska	CN319300000000	31	93	Howard County
MT307000000000	30700	Lincoln, NE	Nebraska	CN3110900000000	31	109	Lancaster County
MT242600000000	24260	Grand Island, NE	Nebraska	CN3112100000000	31	121	Merrick County
MT365400000000	36540	Omaha-Council Bluffs, NE-IA	Nebraska	CN3115300000000	31	153	Sarpy County
MT365400000000	36540	Omaha-Council Bluffs, NE-IA	Nebraska	CN3115500000000	31	155	Saunders County
MT307000000000	30700	Lincoln, NE	Nebraska	CN3115900000000	31	159	Seward County
MT365400000000	36540	Omaha-Council Bluffs, NE-IA	Nebraska	CN3117700000000	31	177	Washington County
MT298200000000	29820	Las Vegas-Henderson-Paradise, NV	Nevada	CN32300000000	32	3	Clark County
MT399000000000	39900	Reno, NV	Nevada	CN322900000000	32	29	Storey County
MT399000000000	39900	Reno, NV	Nevada	CN323100000000	32	31	Washoe County
MT161800000000	16180	Carson City, NV	Nevada	CN3251000000000	32	510	Carson City
MT317000000000	31700	Manchester-Nashua, NH	New Hampshire	CN331100000000	33	11	Hillsborough County
MT144600000000	14460	Boston-Cambridge-Newton, MA-NH	New Hampshire	CN331500000000	33	15	Rockingham County
MT144600000000	14460	Boston-Cambridge-Newton, MA-NH	New Hampshire	CN331700000000	33	17	Strafford County
MT121000000000	12100	Atlantic City-Hammonton, NJ	New Jersey	CN34100000000	34	1	Atlantic County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN34300000000	34	3	Bergen County
MT379800000000	37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	New Jersey	CN34500000000	34	5	Burlington County
MT379800000000	37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	New Jersey	CN34700000000	34	7	Camden County
MT361400000000	36140	Ocean City, NJ	New Jersey	CN34900000000	34	9	Cape May County
MT472200000000	47220	Vineland-Bridgeton, NJ	New Jersey	CN341100000000	34	11	Cumberland County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN341300000000	34	13	Essex County
MT379800000000	37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	New Jersey	CN341500000000	34	15	Gloucester County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN341700000000	34	17	Hudson County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN341900000000	34	19	Hunterdon County
MT459400000000	45940	Trenton, NJ	New Jersey	CN342100000000	34	21	Mercer County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN342300000000	34	23	Middlesex County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN342500000000	34	25	Monmouth County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN342700000000	34	27	Morris County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN342900000000	34	29	Ocean County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN343100000000	34	31	Passaic County
MT379800000000	37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	New Jersey	CN343300000000	34	33	Salem County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN343500000000	34	35	Somerset County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN343700000000	34	37	Sussex County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New Jersey	CN343900000000	34	39	Union County
MT109000000000	10900	Allentown-Bethlehem-Easton, PA-NJ	New Jersey	CN344100000000	34	41	Warren County
MT107400000000	10740	Albuquerque, NM	New Mexico	CN35100000000	35	1	Bernalillo County
MT297400000000	29740	Las Cruces, NM	New Mexico	CN351300000000	35	13	Do̱a Ana County
MT107400000000	10740	Albuquerque, NM	New Mexico	CN354300000000	35	43	Sandoval County
MT221400000000	22140	Farmington, NM	New Mexico	CN354500000000	35	45	San Juan County
MT421400000000	42140	Santa Fe, NM	New Mexico	CN354900000000	35	49	Santa Fe County
MT107400000000	10740	Albuquerque, NM	New Mexico	CN355700000000	35	57	Torrance County
MT107400000000	10740	Albuquerque, NM	New Mexico	CN356100000000	35	61	Valencia County
MT105800000000	10580	Albany-Schenectady-Troy, NY	New York	CN36100000000	36	1	Albany County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN36500000000	36	5	Bronx County
MT137800000000	13780	Binghamton, NY	New York	CN36700000000	36	7	Broome County
MT213000000000	21300	Elmira, NY	New York	CN361500000000	36	15	Chemung County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN362700000000	36	27	Dutchess County
MT153800000000	15380	Buffalo-Cheektowaga-Niagara Falls, NY	New York	CN362900000000	36	29	Erie County
MT465400000000	46540	Utica-Rome, NY	New York	CN364300000000	36	43	Herkimer County
MT480600000000	48060	Watertown-Fort Drum, NY	New York	CN364500000000	36	45	Jefferson County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN364700000000	36	47	Kings County
MT403800000000	40380	Rochester, NY	New York	CN365100000000	36	51	Livingston County
MT450600000000	45060	Syracuse, NY	New York	CN365300000000	36	53	Madison County
MT403800000000	40380	Rochester, NY	New York	CN365500000000	36	55	Monroe County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN365900000000	36	59	Nassau County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN366100000000	36	61	New York County
MT153800000000	15380	Buffalo-Cheektowaga-Niagara Falls, NY	New York	CN366300000000	36	63	Niagara County
MT465400000000	46540	Utica-Rome, NY	New York	CN366500000000	36	65	Oneida County
MT450600000000	45060	Syracuse, NY	New York	CN366700000000	36	67	Onondaga County
MT403800000000	40380	Rochester, NY	New York	CN366900000000	36	69	Ontario County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN367100000000	36	71	Orange County
MT403800000000	40380	Rochester, NY	New York	CN367300000000	36	73	Orleans County
MT450600000000	45060	Syracuse, NY	New York	CN367500000000	36	75	Oswego County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN367900000000	36	79	Putnam County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN368100000000	36	81	Queens County
MT105800000000	10580	Albany-Schenectady-Troy, NY	New York	CN368300000000	36	83	Rensselaer County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN368500000000	36	85	Richmond County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN368700000000	36	87	Rockland County
MT105800000000	10580	Albany-Schenectady-Troy, NY	New York	CN369100000000	36	91	Saratoga County
MT105800000000	10580	Albany-Schenectady-Troy, NY	New York	CN369300000000	36	93	Schenectady County
MT105800000000	10580	Albany-Schenectady-Troy, NY	New York	CN369500000000	36	95	Schoharie County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN3610300000000	36	103	Suffolk County
MT137800000000	13780	Binghamton, NY	New York	CN3610700000000	36	107	Tioga County
MT270600000000	27060	Ithaca, NY	New York	CN3610900000000	36	109	Tompkins County
MT287400000000	28740	Kingston, NY	New York	CN3611100000000	36	111	Ulster County
MT240200000000	24020	Glens Falls, NY	New York	CN3611300000000	36	113	Warren County
MT240200000000	24020	Glens Falls, NY	New York	CN3611500000000	36	115	Washington County
MT403800000000	40380	Rochester, NY	New York	CN3611700000000	36	117	Wayne County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	New York	CN3611900000000	36	119	Westchester County
MT403800000000	40380	Rochester, NY	New York	CN3612300000000	36	123	Yates County
MT155000000000	15500	Burlington, NC	North Carolina	CN37100000000	37	1	Alamance County
MT258600000000	25860	Hickory-Lenoir-Morganton, NC	North Carolina	CN37300000000	37	3	Alexander County
MT348200000000	34820	Myrtle Beach-Conway-North Myrtle Beach, SC-NC	North Carolina	CN371900000000	37	19	Brunswick County
MT117000000000	11700	Asheville, NC	North Carolina	CN372100000000	37	21	Buncombe County
MT258600000000	25860	Hickory-Lenoir-Morganton, NC	North Carolina	CN372300000000	37	23	Burke County
MT167400000000	16740	Charlotte-Concord-Gastonia, NC-SC	North Carolina	CN372500000000	37	25	Cabarrus County
MT258600000000	25860	Hickory-Lenoir-Morganton, NC	North Carolina	CN372700000000	37	27	Caldwell County
MT258600000000	25860	Hickory-Lenoir-Morganton, NC	North Carolina	CN373500000000	37	35	Catawba County
MT205000000000	20500	Durham-Chapel Hill, NC	North Carolina	CN373700000000	37	37	Chatham County
MT351000000000	35100	New Bern, NC	North Carolina	CN374900000000	37	49	Craven County
MT221800000000	22180	Fayetteville, NC	North Carolina	CN375100000000	37	51	Cumberland County
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	North Carolina	CN375300000000	37	53	Currituck County
MT491800000000	49180	Winston-Salem, NC	North Carolina	CN375700000000	37	57	Davidson County
MT491800000000	49180	Winston-Salem, NC	North Carolina	CN375900000000	37	59	Davie County
MT205000000000	20500	Durham-Chapel Hill, NC	North Carolina	CN376300000000	37	63	Durham County
MT405800000000	40580	Rocky Mount, NC	North Carolina	CN376500000000	37	65	Edgecombe County
MT491800000000	49180	Winston-Salem, NC	North Carolina	CN376700000000	37	67	Forsyth County
MT395800000000	39580	Raleigh, NC	North Carolina	CN376900000000	37	69	Franklin County
MT167400000000	16740	Charlotte-Concord-Gastonia, NC-SC	North Carolina	CN377100000000	37	71	Gaston County
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	North Carolina	CN377300000000	37	73	Gates County
MT246600000000	24660	Greensboro-High Point, NC	North Carolina	CN378100000000	37	81	Guilford County
MT117000000000	11700	Asheville, NC	North Carolina	CN378700000000	37	87	Haywood County
MT117000000000	11700	Asheville, NC	North Carolina	CN378900000000	37	89	Henderson County
MT221800000000	22180	Fayetteville, NC	North Carolina	CN379300000000	37	93	Hoke County
MT167400000000	16740	Charlotte-Concord-Gastonia, NC-SC	North Carolina	CN379700000000	37	97	Iredell County
MT395800000000	39580	Raleigh, NC	North Carolina	CN3710100000000	37	101	Johnston County
MT351000000000	35100	New Bern, NC	North Carolina	CN3710300000000	37	103	Jones County
MT167400000000	16740	Charlotte-Concord-Gastonia, NC-SC	North Carolina	CN3710900000000	37	109	Lincoln County
MT117000000000	11700	Asheville, NC	North Carolina	CN3711500000000	37	115	Madison County
MT167400000000	16740	Charlotte-Concord-Gastonia, NC-SC	North Carolina	CN3711900000000	37	119	Mecklenburg County
MT405800000000	40580	Rocky Mount, NC	North Carolina	CN3712700000000	37	127	Nash County
MT489000000000	48900	Wilmington, NC	North Carolina	CN3712900000000	37	129	New Hanover County
MT273400000000	27340	Jacksonville, NC	North Carolina	CN3713300000000	37	133	Onslow County
MT205000000000	20500	Durham-Chapel Hill, NC	North Carolina	CN3713500000000	37	135	Orange County
MT351000000000	35100	New Bern, NC	North Carolina	CN3713700000000	37	137	Pamlico County
MT489000000000	48900	Wilmington, NC	North Carolina	CN3714100000000	37	141	Pender County
MT205000000000	20500	Durham-Chapel Hill, NC	North Carolina	CN3714500000000	37	145	Person County
MT247800000000	24780	Greenville, NC	North Carolina	CN3714700000000	37	147	Pitt County
MT246600000000	24660	Greensboro-High Point, NC	North Carolina	CN3715100000000	37	151	Randolph County
MT246600000000	24660	Greensboro-High Point, NC	North Carolina	CN3715700000000	37	157	Rockingham County
MT167400000000	16740	Charlotte-Concord-Gastonia, NC-SC	North Carolina	CN3715900000000	37	159	Rowan County
MT491800000000	49180	Winston-Salem, NC	North Carolina	CN3716900000000	37	169	Stokes County
MT167400000000	16740	Charlotte-Concord-Gastonia, NC-SC	North Carolina	CN3717900000000	37	179	Union County
MT395800000000	39580	Raleigh, NC	North Carolina	CN3718300000000	37	183	Wake County
MT241400000000	24140	Goldsboro, NC	North Carolina	CN3719100000000	37	191	Wayne County
MT491800000000	49180	Winston-Salem, NC	North Carolina	CN3719700000000	37	197	Yadkin County
MT139000000000	13900	Bismarck, ND	North Dakota	CN381500000000	38	15	Burleigh County
MT220200000000	22020	Fargo, ND-MN	North Dakota	CN381700000000	38	17	Cass County
MT242200000000	24220	Grand Forks, ND-MN	North Dakota	CN383500000000	38	35	Grand Forks County
MT139000000000	13900	Bismarck, ND	North Dakota	CN385900000000	38	59	Morton County
MT139000000000	13900	Bismarck, ND	North Dakota	CN386500000000	38	65	Oliver County
MT139000000000	13900	Bismarck, ND	North Dakota	CN388500000000	38	85	Sioux County
MT306200000000	30620	Lima, OH	Ohio	CN39300000000	39	3	Allen County
MT485400000000	48540	Wheeling, WV-OH	Ohio	CN391300000000	39	13	Belmont County
MT171400000000	17140	Cincinnati, OH-KY-IN	Ohio	CN391500000000	39	15	Brown County
MT171400000000	17140	Cincinnati, OH-KY-IN	Ohio	CN391700000000	39	17	Butler County
MT159400000000	15940	Canton-Massillon, OH	Ohio	CN391900000000	39	19	Carroll County
MT442200000000	44220	Springfield, OH	Ohio	CN392300000000	39	23	Clark County
MT171400000000	17140	Cincinnati, OH-KY-IN	Ohio	CN392500000000	39	25	Clermont County
MT174600000000	17460	Cleveland-Elyria, OH	Ohio	CN393500000000	39	35	Cuyahoga County
MT181400000000	18140	Columbus, OH	Ohio	CN394100000000	39	41	Delaware County
MT181400000000	18140	Columbus, OH	Ohio	CN394500000000	39	45	Fairfield County
MT181400000000	18140	Columbus, OH	Ohio	CN394900000000	39	49	Franklin County
MT457800000000	45780	Toledo, OH	Ohio	CN395100000000	39	51	Fulton County
MT174600000000	17460	Cleveland-Elyria, OH	Ohio	CN395500000000	39	55	Geauga County
MT193800000000	19380	Dayton, OH	Ohio	CN395700000000	39	57	Greene County
MT171400000000	17140	Cincinnati, OH-KY-IN	Ohio	CN396100000000	39	61	Hamilton County
MT181400000000	18140	Columbus, OH	Ohio	CN397300000000	39	73	Hocking County
MT482600000000	48260	Weirton-Steubenville, WV-OH	Ohio	CN398100000000	39	81	Jefferson County
MT174600000000	17460	Cleveland-Elyria, OH	Ohio	CN398500000000	39	85	Lake County
MT265800000000	26580	Huntington-Ashland, WV-KY-OH	Ohio	CN398700000000	39	87	Lawrence County
MT181400000000	18140	Columbus, OH	Ohio	CN398900000000	39	89	Licking County
MT174600000000	17460	Cleveland-Elyria, OH	Ohio	CN399300000000	39	93	Lorain County
MT457800000000	45780	Toledo, OH	Ohio	CN399500000000	39	95	Lucas County
MT181400000000	18140	Columbus, OH	Ohio	CN399700000000	39	97	Madison County
MT496600000000	49660	Youngstown-Warren-Boardman, OH-PA	Ohio	CN399900000000	39	99	Mahoning County
MT174600000000	17460	Cleveland-Elyria, OH	Ohio	CN3910300000000	39	103	Medina County
